,,,,,,,Charlies ID,,,,,,
,,,,,,,111111,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX,XXXXXX
